index,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
6421,city_21,0.624,,No relevent experience,Full time course,High School,,2,,,1,40
4643,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Funded Startup,>4,77
13591,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,98
16060,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,21
13973,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,NGO,1,76
5465,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,>4,75
15329,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,never,6
18710,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,79
10800,city_136,0.897,,No relevent experience,Full time course,Masters,STEM,2,100-500,,1,145
5538,city_16,0.91,,No relevent experience,no_enrollment,Primary School,,3,,,never,141
172,city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,5,<10,Early Stage Startup,1,15
19039,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Public Sector,1,96
16508,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Early Stage Startup,1,24
14756,city_136,0.897,Other,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,,1,10
16179,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,11
13998,city_83,0.923,Male,No relevent experience,Part time course,Graduate,STEM,>20,,,>4,7
6435,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,210
4493,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Other,<1,500-999,Pvt Ltd,1,16
2196,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,1,26
18936,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,,,1,112
13508,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,1,34
18451,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,51
10823,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,,1,4
8626,city_1,0.847,Female,Has relevent experience,no_enrollment,Graduate,Other,14,<10,Pvt Ltd,2,20
8066,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,2,149
2460,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,23
9187,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,10,10000+,Pvt Ltd,>4,124
15,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,>4,18
7562,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,8
13062,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,<1,50-99,Pvt Ltd,1,140
3056,city_103,0.92,,Has relevent experience,Part time course,Masters,STEM,15,1000-4999,Pvt Ltd,2,17
493,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1,5
15928,city_104,0.924,,No relevent experience,Full time course,Graduate,STEM,3,,,1,26
10032,city_16,0.91,Male,Has relevent experience,no_enrollment,,,>20,50-99,Funded Startup,1,82
9193,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,,1,88
8989,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Public Sector,3,107
11435,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,52
9593,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Early Stage Startup,1,138
14866,city_2,0.7879999999999999,,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,1,122
18579,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,never,168
10125,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,No Major,9,,,2,56
9730,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,32
18512,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,25
1696,city_21,0.624,Other,Has relevent experience,Part time course,,,<1,10/49,Pvt Ltd,1,200
13626,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,98
14472,city_136,0.897,,Has relevent experience,Part time course,Graduate,STEM,3,5000-9999,Pvt Ltd,never,20
10831,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,1,47
4527,city_103,0.92,Male,No relevent experience,no_enrollment,,,1,,,never,25
10811,city_159,0.843,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,246
7303,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,7
10980,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,99
4273,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,2,76
11653,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Early Stage Startup,1,78
11563,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,High School,,5,,,never,38
9545,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,25
15796,city_50,0.8959999999999999,,Has relevent experience,no_enrollment,Graduate,Other,15,<10,Pvt Ltd,>4,34
7180,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,54
6741,city_114,0.926,,Has relevent experience,no_enrollment,High School,,17,<10,Pvt Ltd,3,15
5125,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,15,,,1,78
12975,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,20
5159,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,3,97
5764,city_28,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,68
7063,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,,,>4,39
4359,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,4,96
8934,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,64
15856,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,2,100
14892,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,308
3686,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,>4,50
5622,city_46,0.762,Male,No relevent experience,Full time course,High School,,8,,,1,36
19075,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,14,100-500,Pvt Ltd,1,49
14449,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,50
6781,city_105,0.794,,No relevent experience,Part time course,Graduate,STEM,1,50-99,Pvt Ltd,1,9
13261,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,3,55
16663,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,74
17439,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,2,48
12171,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,1,68
10282,city_74,0.579,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,1,21
12022,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Early Stage Startup,1,6
18042,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,94
18481,city_114,0.926,Male,No relevent experience,Full time course,Graduate,Business Degree,7,<10,Pvt Ltd,2,85
14755,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,1,160
5016,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,,2,14
15597,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,14
11008,city_21,0.624,,Has relevent experience,Full time course,High School,,6,50-99,Pvt Ltd,1,92
12992,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,38
1922,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,Other,10,5000-9999,Public Sector,1,7
4614,city_74,0.579,Male,No relevent experience,,,,1,,,1,4
7205,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,14
2560,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,18
8603,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,134
2182,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,96
8324,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Funded Startup,1,48
10366,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,10
8421,city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,31
17540,city_114,0.926,Male,Has relevent experience,Full time course,High School,,5,,Pvt Ltd,1,94
8850,city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,139
742,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,1,,,never,96
14507,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,1,4
2336,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,96
6162,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,NGO,2,34
7897,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,never,42
15264,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,28
15493,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,2,182
9820,city_141,0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,68
1977,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,89
9431,city_114,0.926,Female,No relevent experience,Part time course,High School,,3,10/49,Public Sector,1,28
6958,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,52
18409,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,,1,8
13363,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,17
15094,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,2,232
7366,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,never,23
12031,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Funded Startup,1,157
3634,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,42
18675,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Funded Startup,1,152
16322,city_74,0.579,,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,62
16405,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,,1,70
13720,city_136,0.897,,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,,39
7327,city_100,0.887,,Has relevent experience,no_enrollment,High School,,9,50-99,Pvt Ltd,2,3
6084,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,4,10
1285,city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,3,<10,Funded Startup,2,71
12209,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,5000-9999,Public Sector,1,111
1934,city_21,0.624,Male,Has relevent experience,,Graduate,STEM,1,,,never,162
17472,city_46,0.762,,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Public Sector,2,298
18666,city_73,0.754,,Has relevent experience,Part time course,Masters,STEM,13,50-99,Pvt Ltd,1,37
14852,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,50-99,Public Sector,never,48
14053,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,17,10/49,Funded Startup,1,98
11934,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,13
11329,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,4,63
11363,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,2,54
13935,city_103,0.92,,No relevent experience,,High School,,2,,,never,46
18212,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,100
6911,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,4,92
375,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,22
10416,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,,2,107
778,city_36,0.893,Male,Has relevent experience,Full time course,High School,,9,,,2,68
16709,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,53
15212,city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,1,56
11016,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,128
9941,city_103,0.92,,No relevent experience,Full time course,Masters,STEM,10,100-500,Public Sector,>4,104
16802,city_100,0.887,,No relevent experience,no_enrollment,Primary School,,6,,,never,34
17560,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Other,6,50-99,Pvt Ltd,never,83
10375,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Funded Startup,2,34
11883,city_61,0.913,,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,,1,74
4931,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,<10,Funded Startup,1,80
8280,city_28,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,144
11510,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,12,50-99,Pvt Ltd,>4,77
11283,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,,2,60
17304,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,58
11440,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,24
19050,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,1,168
7083,city_103,0.92,,No relevent experience,no_enrollment,Graduate,Arts,,,Pvt Ltd,3,34
14162,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,38
14719,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,24
15386,city_64,0.6659999999999999,Male,Has relevent experience,Full time course,Masters,STEM,10,,,1,38
818,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,2,89
15931,city_61,0.913,Male,No relevent experience,no_enrollment,,,3,,,never,222
3842,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Public Sector,1,73
18305,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,43
17496,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,1,,,never,2
940,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,78
2859,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,,10/49,,1,41
6920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,2,26
4922,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,18
691,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,>4,15
6995,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,2,113
13650,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,,,1,101
13386,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,62
12911,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,40
7379,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,5
11323,city_115,0.789,Female,No relevent experience,Full time course,Graduate,STEM,3,,,never,16
12134,city_71,0.884,,Has relevent experience,Part time course,Masters,STEM,6,10/49,Early Stage Startup,1,70
12557,city_67,0.855,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,Public Sector,>4,99
17302,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,24
12223,city_67,0.855,Male,Has relevent experience,no_enrollment,High School,,5,10/49,Pvt Ltd,2,56
15630,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,never,17
10900,city_9,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,84
5993,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,100-500,Pvt Ltd,3,37
18950,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,25
4630,city_21,0.624,Male,Has relevent experience,no_enrollment,,,7,,,1,272
4556,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,37
17955,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Public Sector,2,55
4025,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,206
161,city_75,0.939,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,never,326
14960,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,32
925,city_103,0.92,,Has relevent experience,no_enrollment,High School,,5,100-500,NGO,1,140
11977,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,196
13969,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,2,214
3096,city_131,0.68,Male,No relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,32
17922,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Pvt Ltd,1,69
8754,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,,1,67
92,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,1,13
4274,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,2,170
